customer_id,churn_probability,predicted_churn,actual_churn,risk_category,institution_type,region,product_tier,revenue_monthly
INST_04472,0.6475461319171782,1,1,High Risk,Bank,Latin America,Basic,13149.45
INST_04985,0.646229941292853,1,0,High Risk,Bank,Europe,Professional,2263.46
INST_04133,0.6418299510836293,1,1,High Risk,Investment Firm,North America,Professional,44333.85
INST_04324,0.6413803523766941,1,0,High Risk,Insurance Company,North America,Enterprise,5842.66
INST_04735,0.6395249950798095,1,0,High Risk,Bank,Europe,Basic,38903.06
INST_04851,0.6391828818352973,1,1,High Risk,Credit Union,Middle East,Professional,9920.96
INST_04771,0.6375590009700297,1,0,High Risk,Credit Union,North America,Enterprise,1946.15
INST_04107,0.6373835734495741,1,0,High Risk,Bank,Asia Pacific,Basic,3373.0
INST_04520,0.6349021739900708,1,0,High Risk,Payment Processor,North America,Professional,3062.62
INST_04383,0.6319594848160933,1,1,High Risk,Investment Firm,North America,Basic,6441.14
INST_04515,0.6315514713925664,1,0,High Risk,Credit Union,North America,Basic,8232.08
INST_04631,0.6281064706433164,1,1,High Risk,Bank,Asia Pacific,Professional,10318.26
INST_04404,0.627687536796294,1,1,High Risk,Payment Processor,North America,Professional,7398.31
INST_04227,0.6274527613750633,1,0,High Risk,Investment Firm,Latin America,Basic,8383.0
INST_04275,0.6249407188324312,1,0,High Risk,Investment Firm,North America,Basic,5715.85
INST_04035,0.6231876165873558,1,1,High Risk,Payment Processor,Asia Pacific,Professional,29722.35
INST_04005,0.6220313094686186,1,1,High Risk,Bank,North America,Enterprise,11480.72
INST_04371,0.6192170877169022,1,1,High Risk,Credit Union,North America,Professional,10640.01
INST_04802,0.6165913993552403,1,1,High Risk,Payment Processor,North America,Enterprise,3796.03
INST_04377,0.6146088438906244,1,1,High Risk,Insurance Company,Europe,Professional,1029.78
INST_04641,0.6111551712193793,1,1,High Risk,Bank,Europe,Professional,4489.48
INST_04731,0.6074207302721069,1,0,High Risk,Bank,Asia Pacific,Basic,5368.69
INST_04399,0.6072539451864605,1,1,High Risk,Bank,North America,Basic,790.81
INST_04655,0.5997012313999839,1,1,High Risk,Bank,Europe,Enterprise,58205.41
INST_04811,0.5994585367633164,1,1,High Risk,Payment Processor,Asia Pacific,Professional,8561.84
INST_04358,0.5992204490230499,1,1,High Risk,Investment Firm,Latin America,Enterprise,823.31
INST_04354,0.5979671198040196,1,0,High Risk,Credit Union,North America,Basic,4769.23
INST_04907,0.5978842914788942,1,0,High Risk,Bank,North America,Professional,1805.82
INST_04028,0.5976005002428402,1,1,High Risk,Insurance Company,Middle East,Basic,915.94
INST_04754,0.5970727750792001,1,1,High Risk,Payment Processor,North America,Professional,25373.4
INST_04700,0.5967166852264028,1,0,High Risk,Bank,Asia Pacific,Enterprise,66365.27
INST_04729,0.5962425573469844,1,0,High Risk,Bank,North America,Enterprise,17735.37
INST_04103,0.5947220122195283,1,1,High Risk,Bank,Asia Pacific,Professional,11784.21
INST_04277,0.5930111594164164,1,1,High Risk,Bank,Europe,Professional,131922.83
INST_04495,0.5927617568516483,1,1,High Risk,Investment Firm,Europe,Professional,1792.73
INST_04427,0.5926756721065827,1,1,High Risk,Bank,Asia Pacific,Basic,7764.54
INST_04267,0.591482500047507,1,1,High Risk,Bank,North America,Basic,9805.51
INST_04223,0.5894194333711126,1,1,High Risk,Insurance Company,North America,Professional,26356.67
INST_04510,0.5891841261955895,1,1,High Risk,Bank,Europe,Enterprise,3094.82
INST_04854,0.5883048122945529,1,1,High Risk,Investment Firm,Latin America,Professional,6205.14
INST_04207,0.5881315056109022,1,0,High Risk,Credit Union,Asia Pacific,Enterprise,1692.25
INST_04045,0.5880397813039309,1,0,High Risk,Credit Union,North America,Professional,4724.84
INST_04162,0.5876609493099128,1,1,High Risk,Credit Union,Asia Pacific,Professional,1755.73
INST_04480,0.5870821443239922,1,1,High Risk,Bank,North America,Basic,1432.48
INST_04705,0.5868090378707538,1,0,High Risk,Credit Union,North America,Professional,52650.03
INST_04034,0.5863521192877701,1,1,High Risk,Bank,Europe,Professional,2384.13
INST_04379,0.5848724048213896,1,1,High Risk,Credit Union,North America,Basic,22352.26
INST_04273,0.5839579815125002,1,1,High Risk,Credit Union,North America,Professional,601.42
INST_04206,0.5829828417798661,1,1,High Risk,Investment Firm,Europe,Professional,1370.48
INST_04141,0.5829237937934404,1,1,High Risk,Bank,North America,Professional,4927.64
INST_04421,0.5820276273348352,1,0,High Risk,Payment Processor,Europe,Professional,6025.99
INST_04532,0.5818617901451787,1,1,High Risk,Bank,North America,Basic,7486.34
INST_04630,0.5816002351360586,1,0,High Risk,Bank,North America,Enterprise,90377.98
INST_04758,0.5803566577022596,1,1,High Risk,Credit Union,North America,Professional,15619.32
INST_04686,0.5786494996011882,1,0,High Risk,Bank,North America,Professional,8119.52
INST_04274,0.5770700677426681,1,0,High Risk,Investment Firm,Asia Pacific,Basic,6897.1
INST_04657,0.5748623030181956,1,1,High Risk,Credit Union,North America,Professional,1380.34
INST_04418,0.5741778586699049,1,0,High Risk,Bank,Europe,Enterprise,6493.15
INST_04470,0.5732876643586797,1,0,High Risk,Payment Processor,Europe,Enterprise,500.0
INST_04743,0.5729606413399337,1,1,High Risk,Payment Processor,Asia Pacific,Professional,3120.62
INST_04158,0.5726456910560725,1,0,High Risk,Payment Processor,Asia Pacific,Enterprise,639.18
INST_04372,0.5724058189148774,1,1,High Risk,Bank,North America,Professional,808.88
INST_04265,0.5719493179936965,1,1,High Risk,Credit Union,North America,Basic,826.8
INST_04216,0.5687302215498379,1,1,High Risk,Bank,Europe,Basic,286570.16
INST_04285,0.5671801941977286,1,0,High Risk,Investment Firm,Asia Pacific,Professional,4434.21
INST_04405,0.5649989751969727,1,0,High Risk,Investment Firm,Europe,Basic,500.0
INST_04813,0.5618186770755231,1,0,High Risk,Credit Union,Asia Pacific,Basic,1949.31
INST_04823,0.5614089977351117,1,0,High Risk,Credit Union,North America,Basic,3437.3
INST_04706,0.5604786947726459,1,1,High Risk,Insurance Company,North America,Professional,10035.73
INST_04989,0.5601296065482915,1,1,High Risk,Insurance Company,Asia Pacific,Enterprise,3406.1
INST_04210,0.5588678842661247,1,1,High Risk,Bank,Latin America,Basic,4466.44
INST_04905,0.5574114757061823,1,1,High Risk,Bank,North America,Enterprise,1274.29
INST_04971,0.5570582539849598,1,1,High Risk,Payment Processor,Middle East,Professional,3605.77
INST_04394,0.5555417678155561,1,1,High Risk,Payment Processor,North America,Professional,4609.61
INST_04255,0.5551990510560741,1,1,High Risk,Investment Firm,North America,Enterprise,2950.19
INST_04065,0.5534822089092404,1,1,High Risk,Bank,Europe,Enterprise,3279.46
INST_04468,0.5533565306274179,1,1,High Risk,Payment Processor,Europe,Professional,656.78
INST_04608,0.5532505355481905,1,1,High Risk,Payment Processor,North America,Professional,3160.39
INST_04289,0.5532006491167604,1,1,High Risk,Insurance Company,North America,Basic,7462.21
INST_04733,0.5524065326883304,1,0,High Risk,Payment Processor,Asia Pacific,Professional,500.0
INST_04632,0.5517645589306204,1,1,High Risk,Insurance Company,North America,Basic,11529.48
INST_04304,0.5515369691216631,1,1,High Risk,Insurance Company,Asia Pacific,Professional,11651.53
INST_04085,0.55118241967005,1,0,High Risk,Bank,North America,Professional,7786.52
INST_04843,0.5507700927872994,1,1,High Risk,Bank,Asia Pacific,Professional,7658.48
INST_04460,0.5497142029614642,1,0,High Risk,Credit Union,Asia Pacific,Enterprise,2552.27
INST_04199,0.5494714892256918,1,1,High Risk,Investment Firm,Europe,Professional,59536.21
INST_04790,0.5481721455157941,1,1,High Risk,Bank,North America,Professional,3747.74
INST_04235,0.54654420946477,1,0,High Risk,Bank,North America,Enterprise,23409.13
INST_04756,0.5463337240592355,1,1,High Risk,Bank,North America,Professional,23773.03
INST_04410,0.5462925982940559,1,0,High Risk,Bank,North America,Professional,500.0
INST_04114,0.5454022418589988,1,1,High Risk,Investment Firm,North America,Basic,25864.31
INST_04830,0.5448352348457806,1,1,High Risk,Insurance Company,Europe,Professional,23393.95
INST_04568,0.5446515767663627,1,1,High Risk,Bank,Europe,Professional,1208.31
INST_04660,0.5445748566962966,1,0,High Risk,Credit Union,Europe,Enterprise,2006.08
INST_04861,0.5433716074252647,1,0,High Risk,Insurance Company,Europe,Professional,318074.0
INST_04310,0.541351402287522,1,0,High Risk,Bank,North America,Basic,1017.82
INST_04000,0.5397604828845779,1,0,High Risk,Investment Firm,Latin America,Basic,5234.49
INST_04433,0.5392790785869944,1,1,High Risk,Payment Processor,North America,Enterprise,17310.51
INST_04259,0.5369416195166048,1,0,High Risk,Credit Union,North America,Basic,500.0
INST_04978,0.5367023102111276,1,0,High Risk,Bank,Middle East,Professional,35444.19
INST_04625,0.533362313706894,1,0,High Risk,Investment Firm,North America,Professional,9333.77
INST_04516,0.5331964608836103,1,1,High Risk,Credit Union,Europe,Professional,635.34
INST_04583,0.5325061242033828,1,1,High Risk,Insurance Company,North America,Professional,649.7
INST_04946,0.5321083424357794,1,1,High Risk,Investment Firm,North America,Basic,18220.8
INST_04588,0.5309892400242484,1,1,High Risk,Investment Firm,North America,Professional,1966.23
INST_04605,0.530580257333148,1,1,High Risk,Payment Processor,Asia Pacific,Enterprise,3791.76
INST_04018,0.5301100887689597,1,0,High Risk,Bank,North America,Enterprise,5135.45
INST_04817,0.5294818515564403,1,1,High Risk,Insurance Company,Europe,Professional,6967.62
INST_04137,0.5290819035741297,1,0,High Risk,Bank,North America,Basic,500.0
INST_04497,0.5269888850100921,1,0,High Risk,Bank,Europe,Professional,704.18
INST_04973,0.5262617211785536,1,0,High Risk,Insurance Company,North America,Basic,585.34
INST_04079,0.5260816455749147,1,0,High Risk,Bank,North America,Professional,5695.85
INST_04299,0.5230393648936207,1,1,High Risk,Investment Firm,North America,Professional,551.57
INST_04809,0.5228948561659539,1,1,High Risk,Payment Processor,Europe,Enterprise,16441.08
INST_04176,0.5218118375479838,1,0,High Risk,Investment Firm,North America,Professional,38282.63
INST_04962,0.5202621055568892,1,0,High Risk,Bank,Europe,Enterprise,2744.58
INST_04341,0.5188304368667008,1,0,High Risk,Bank,Europe,Basic,1551.69
INST_04414,0.5164257777528345,1,1,High Risk,Credit Union,Europe,Professional,1429.87
INST_04464,0.5148787017665373,1,1,High Risk,Investment Firm,Asia Pacific,Enterprise,755.22
INST_04313,0.5136040614984949,1,0,High Risk,Payment Processor,North America,Professional,7578.81
INST_04858,0.5135437724219125,1,0,High Risk,Payment Processor,North America,Professional,78414.9
INST_04659,0.5119972368063762,1,1,High Risk,Insurance Company,Asia Pacific,Enterprise,1063.68
INST_04867,0.5108796045703294,1,1,High Risk,Bank,North America,Professional,9307.27
INST_04639,0.5076695115691148,1,0,High Risk,Insurance Company,North America,Professional,7772.91
INST_04581,0.5060475762670055,1,0,High Risk,Bank,Europe,Basic,500.0
INST_04362,0.5058073162189288,1,0,High Risk,Insurance Company,Europe,Professional,7029.57
INST_04697,0.5056471756872959,1,0,High Risk,Credit Union,Asia Pacific,Professional,43545.22
INST_04925,0.5047780493421041,1,0,High Risk,Bank,North America,Basic,500.0
INST_04461,0.5046099518733747,1,0,High Risk,Credit Union,North America,Professional,1759.0
INST_04142,0.5020171459919486,1,0,High Risk,Bank,Middle East,Professional,2408.17
INST_04393,0.5008312293992359,1,0,High Risk,Bank,Asia Pacific,Professional,3581.21
INST_04900,0.4995564410093734,0,0,Medium Risk,Bank,North America,Basic,8571.88
INST_04849,0.4980333458185226,0,0,Medium Risk,Bank,Europe,Professional,6032.4
INST_04539,0.49746330844563585,0,1,Medium Risk,Bank,Europe,Professional,500.0
INST_04419,0.4973578006453158,0,1,Medium Risk,Bank,Europe,Basic,12489.16
INST_04228,0.4954061850916193,0,1,Medium Risk,Credit Union,North America,Basic,2421.67
INST_04020,0.495062014514867,0,0,Medium Risk,Credit Union,North America,Enterprise,1602.08
INST_04014,0.4942158369919084,0,0,Medium Risk,Investment Firm,North America,Basic,1646.21
INST_04123,0.4929369710899246,0,1,Medium Risk,Payment Processor,Latin America,Professional,587.6
INST_04046,0.49244224481444315,0,1,Medium Risk,Bank,North America,Basic,2304.06
INST_04887,0.49236386708658314,0,1,Medium Risk,Investment Firm,Asia Pacific,Basic,500.0
INST_04976,0.4923173578699398,0,0,Medium Risk,Bank,Europe,Professional,2778.35
INST_04118,0.48795597337452185,0,1,Medium Risk,Bank,Latin America,Enterprise,42021.19
INST_04049,0.48778771468601145,0,0,Medium Risk,Bank,Europe,Basic,500.0
INST_04611,0.4876484482466317,0,0,Medium Risk,Bank,North America,Enterprise,15614.9
INST_04966,0.48740309427722456,0,0,Medium Risk,Payment Processor,Asia Pacific,Professional,1979.15
INST_04234,0.48716709064136915,0,1,Medium Risk,Bank,Asia Pacific,Enterprise,500.0
INST_04131,0.48511647362092397,0,0,Medium Risk,Bank,Asia Pacific,Professional,1483.0
INST_04175,0.4844443682412835,0,0,Medium Risk,Payment Processor,North America,Enterprise,3665.62
INST_04301,0.48403374263400756,0,1,Medium Risk,Payment Processor,Europe,Professional,28465.6
INST_04212,0.4820014214715876,0,0,Medium Risk,Credit Union,North America,Basic,1390.17
INST_04060,0.4812182611382714,0,0,Medium Risk,Bank,Latin America,Professional,4412.43
INST_04982,0.48015824444746963,0,1,Medium Risk,Investment Firm,North America,Enterprise,16501.11
INST_04436,0.47971294256801017,0,1,Medium Risk,Bank,Asia Pacific,Professional,6979.86
INST_04815,0.47930258097607614,0,0,Medium Risk,Payment Processor,Asia Pacific,Professional,14136.85
INST_04808,0.47849361203734747,0,1,Medium Risk,Bank,Middle East,Professional,7242.38
INST_04052,0.47706873667377325,0,0,Medium Risk,Insurance Company,North America,Professional,826.62
INST_04432,0.4753908263747259,0,0,Medium Risk,Credit Union,Asia Pacific,Basic,4953.53
INST_04616,0.4687130448112861,0,1,Medium Risk,Insurance Company,Asia Pacific,Basic,5347.37
INST_04886,0.4686603871633262,0,1,Medium Risk,Bank,Latin America,Professional,7374.7
INST_04776,0.46776113663360425,0,0,Medium Risk,Bank,Europe,Basic,554.67
INST_04350,0.4675441836382392,0,1,Medium Risk,Insurance Company,North America,Basic,1517.27
INST_04151,0.4654937150629293,0,0,Medium Risk,Bank,Europe,Enterprise,41653.75
INST_04148,0.46308063969241664,0,1,Medium Risk,Insurance Company,Europe,Basic,10905.53
INST_04309,0.46251380412373727,0,1,Medium Risk,Insurance Company,North America,Basic,500.0
INST_04437,0.4623348314690471,0,0,Medium Risk,Insurance Company,North America,Professional,13466.87
INST_04173,0.46227890674081595,0,1,Medium Risk,Credit Union,North America,Enterprise,602.47
INST_04838,0.4607304240222969,0,0,Medium Risk,Bank,Asia Pacific,Basic,4242.88
INST_04818,0.4606975375470627,0,1,Medium Risk,Payment Processor,North America,Basic,7724.44
INST_04619,0.46004921237276336,0,1,Medium Risk,Payment Processor,North America,Professional,500.0
INST_04944,0.4597426161499365,0,1,Medium Risk,Insurance Company,North America,Basic,1750.21
INST_04256,0.458355144607185,0,1,Medium Risk,Payment Processor,North America,Basic,24404.43
INST_04268,0.45832418334771524,0,1,Medium Risk,Insurance Company,North America,Enterprise,500.0
INST_04382,0.45721772518702575,0,0,Medium Risk,Investment Firm,Europe,Basic,500.0
INST_04507,0.4569467497081583,0,1,Medium Risk,Bank,Europe,Professional,2110.67
INST_04108,0.4563255021315852,0,1,Medium Risk,Payment Processor,North America,Enterprise,4569.56
INST_04047,0.4550420400018633,0,0,Medium Risk,Investment Firm,Europe,Basic,6361.21
INST_04893,0.4547048898706187,0,1,Medium Risk,Bank,Asia Pacific,Professional,17462.16
INST_04834,0.4543409949841234,0,0,Medium Risk,Credit Union,North America,Professional,34312.81
INST_04257,0.45272229507104406,0,1,Medium Risk,Credit Union,North America,Enterprise,3977.05
INST_04994,0.45196831441975954,0,1,Medium Risk,Bank,North America,Professional,8169.1
INST_04247,0.4517460293273549,0,0,Medium Risk,Bank,Europe,Professional,12276.3
INST_04487,0.449988552475553,0,0,Medium Risk,Credit Union,North America,Enterprise,2321.56
INST_04837,0.4482474608171176,0,1,Medium Risk,Credit Union,North America,Professional,7232.5
INST_04819,0.4475601048955943,0,1,Medium Risk,Bank,North America,Professional,3971.71
INST_04910,0.4453973760656437,0,0,Medium Risk,Payment Processor,North America,Basic,12507.6
INST_04960,0.4443025244868222,0,1,Medium Risk,Credit Union,Europe,Professional,16110.83
INST_04508,0.44418509593430544,0,1,Medium Risk,Investment Firm,North America,Enterprise,500.0
INST_04796,0.44329402026269543,0,0,Medium Risk,Bank,Latin America,Basic,813.48
INST_04439,0.44245679474521826,0,1,Medium Risk,Bank,Asia Pacific,Professional,500.0
INST_04068,0.4418800651442132,0,0,Medium Risk,Investment Firm,North America,Professional,13712.63
INST_04177,0.44146925488806993,0,1,Medium Risk,Insurance Company,Asia Pacific,Professional,35352.69
INST_04238,0.4405467265424718,0,1,Medium Risk,Insurance Company,Europe,Professional,1027.68
INST_04668,0.43873885737381435,0,0,Medium Risk,Investment Firm,Asia Pacific,Professional,16658.23
INST_04618,0.43840700627478973,0,1,Medium Risk,Bank,Asia Pacific,Professional,13147.79
INST_04029,0.43753941339110985,0,1,Medium Risk,Credit Union,Europe,Basic,13256.92
INST_04737,0.4367810560582187,0,1,Medium Risk,Bank,North America,Enterprise,2591.11
INST_04652,0.43655582568911205,0,1,Medium Risk,Credit Union,North America,Professional,42932.33
INST_04596,0.43587678132933577,0,0,Medium Risk,Insurance Company,Europe,Enterprise,16038.11
INST_04560,0.4350873692496592,0,1,Medium Risk,Insurance Company,Asia Pacific,Professional,500.0
INST_04558,0.43486467912175064,0,0,Medium Risk,Payment Processor,Asia Pacific,Professional,1303.22
INST_04446,0.4340515988083334,0,1,Medium Risk,Bank,Middle East,Enterprise,1405.79
INST_04019,0.4338628042425089,0,0,Medium Risk,Bank,Asia Pacific,Basic,6808.56
INST_04784,0.4331761003717159,0,0,Medium Risk,Credit Union,Europe,Professional,3555.34
INST_04320,0.43284871803275765,0,0,Medium Risk,Investment Firm,North America,Basic,1940.31
INST_04620,0.4312406159760029,0,0,Medium Risk,Payment Processor,Europe,Enterprise,16416.19
INST_04205,0.4299575970452004,0,0,Medium Risk,Credit Union,North America,Professional,8271.71
INST_04368,0.4276172675983594,0,1,Medium Risk,Bank,Asia Pacific,Enterprise,7287.14
INST_04696,0.4269164817047797,0,0,Medium Risk,Credit Union,North America,Basic,19572.86
INST_04928,0.4256809247332676,0,1,Medium Risk,Insurance Company,Asia Pacific,Basic,1270.1
INST_04810,0.42376424876802943,0,1,Medium Risk,Bank,North America,Basic,22082.65
INST_04862,0.42307441640547566,0,0,Medium Risk,Bank,Latin America,Basic,1431.96
INST_04115,0.422526630226845,0,1,Medium Risk,Bank,Europe,Professional,1740.41
INST_04069,0.4214487368931518,0,1,Medium Risk,Insurance Company,North America,Basic,68632.48
INST_04455,0.42072732408182895,0,1,Medium Risk,Bank,North America,Professional,23581.98
INST_04109,0.4195291418181046,0,0,Medium Risk,Investment Firm,Asia Pacific,Basic,1095.2
INST_04710,0.418212002298169,0,0,Medium Risk,Credit Union,North America,Professional,28252.33
INST_04132,0.4182018708799833,0,0,Medium Risk,Investment Firm,Europe,Professional,5318.98
INST_04476,0.41782960899637267,0,1,Medium Risk,Credit Union,Middle East,Enterprise,20139.75
INST_04237,0.4175213234276093,0,0,Medium Risk,Insurance Company,North America,Basic,500.0
INST_04627,0.41694597122654165,0,0,Medium Risk,Credit Union,Latin America,Basic,1088.47
INST_04742,0.4157955883330777,0,1,Medium Risk,Bank,Latin America,Enterprise,8592.7
INST_04067,0.415592864646116,0,0,Medium Risk,Payment Processor,Europe,Professional,11268.55
INST_04501,0.4155276007947721,0,1,Medium Risk,Credit Union,Asia Pacific,Enterprise,728.44
INST_04662,0.41418937665894945,0,1,Medium Risk,Credit Union,North America,Professional,6457.69
INST_04077,0.4141811239538088,0,0,Medium Risk,Bank,Asia Pacific,Basic,19898.99
INST_04877,0.41252921749798976,0,0,Medium Risk,Investment Firm,North America,Enterprise,36575.74
INST_04580,0.41251914400649226,0,0,Medium Risk,Payment Processor,North America,Professional,6601.14
INST_04829,0.4096011738842439,0,0,Medium Risk,Credit Union,Asia Pacific,Enterprise,6864.52
INST_04749,0.40800412167564665,0,0,Medium Risk,Insurance Company,Latin America,Enterprise,2054.95
INST_04243,0.4067204288418125,0,0,Medium Risk,Credit Union,Asia Pacific,Professional,1047.27
INST_04407,0.406291818618285,0,0,Medium Risk,Bank,Europe,Professional,2386.86
INST_04459,0.4052895833316362,0,0,Medium Risk,Credit Union,North America,Professional,93993.69
